Date;Stock;Open;High;Low;Close;Resist;Support;GSLine;Trend
2020/07/14;AALI;8550,00;8600,00;8400,00;8575,00;8750,00;8200,00;D;Strong Uptrend
2020/07/14;ABBA;50,00;50,00;50,00;50,00;52,00;50,00;U;Strong Downtrend
2020/07/14;ABDA;6400,00;6400,00;6400,00;6400,00;6400,00;6250,00;U;Strong Uptrend
2020/07/14;ABMM;1320,00;1320,00;1320,00;1320,00;1405,00;1400,00;D;Strong Downtrend
2020/07/14;ACES;1640,00;1650,00;1610,00;1650,00;1530,00;1450,00;U;Strong Uptrend
2020/07/14;ACST;266,00;272,00;264,00;266,00;274,00;264,00;U;Strong Uptrend
2020/07/14;ADES;860,00;865,00;850,00;860,00;870,00;840,00;U;Strong Uptrend
2020/07/14;ADHI;640,00;645,00;630,00;635,00;655,00;625,00;D;Strong Uptrend
2020/07/14;ADMF;7450,00;7475,00;7350,00;7450,00;7250,00;7000,00;U;Strong Uptrend
2020/07/14;ADMG;106,00;108,00;102,00;102,00;108,00;100,00;D;Uptrend
2020/07/14;ADRO;1145,00;1170,00;1125,00;1155,00;1050,00;1050,00;U;Strong Uptrend
2020/07/14;AGAR;515,00;515,00;498,00;498,00;550,00;480,00;D;Strong Uptrend
2020/07/14;AGII;565,00;580,00;560,00;575,00;595,00;525,00;D;Strong Uptrend
2020/07/14;AGRO;154,00;206,00;152,00;206,00;167,00;121,00;U;Strong Uptrend
2020/07/14;AGRS;98,00;104,00;93,00;98,00;104,00;96,00;U;Strong Downtrend
2020/07/14;AHAP;50,00;50,00;50,00;50,00;51,00;50,00;U;Strong Downtrend
2020/07/14;AIMS;180,00;180,00;180,00;180,00;180,00;180,00;N;Strong Uptrend
2020/07/14;AISA;168,00;168,00;168,00;168,00;168,00;168,00;N;Strong Uptrend
2020/07/14;AKKU;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;AKPI;296,00;296,00;296,00;296,00;296,00;296,00;U;Strong Downtrend
2020/07/14;AKRA;2460,00;2490,00;2420,00;2450,00;2530,00;2440,00;D;Uptrend
2020/07/14;AKSI;294,00;300,00;284,00;290,00;362,00;270,00;D;Uptrend
2020/07/14;ALDO;378,00;378,00;378,00;378,00;400,00;374,00;D;Strong Downtrend
2020/07/14;ALKA;428,00;428,00;428,00;428,00;430,00;428,00;D;Strong Uptrend
2020/07/14;ALMI;216,00;216,00;216,00;216,00;226,00;200,00;U;Strong Downtrend
2020/07/14;ALTO;350,00;350,00;350,00;350,00;380,00;386,00;D;Strong Downtrend
2020/07/14;AMAG;270,00;276,00;270,00;276,00;294,00;264,00;U;Neutral
2020/07/14;AMAN;196,00;196,00;195,00;195,00;196,00;195,00;D;Strong Downtrend
2020/07/14;AMAR;412,00;424,00;410,00;412,00;580,00;292,00;U;Strong Uptrend
2020/07/14;AMFG;2680,00;2700,00;2680,00;2690,00;3300,00;2480,00;D;Downtrend
2020/07/14;AMIN;246,00;320,00;240,00;256,00;300,00;264,00;U;Strong Downtrend
2020/07/14;AMOR;2150,00;2160,00;2050,00;2160,00;2000,00;1975,00;U;Uptrend
2020/07/14;AMRT;780,00;785,00;770,00;775,00;805,00;785,00;U;Strong Downtrend
2020/07/14;ANDI;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;ANJT;484,00;500,00;484,00;496,00;565,00;496,00;D;Downtrend
2020/07/14;ANTM;670,00;680,00;660,00;660,00;615,00;600,00;U;Strong Uptrend
2020/07/14;APEX;182,00;182,00;175,00;180,00;183,00;168,00;D;Uptrend
2020/07/14;APIC;815,00;825,00;800,00;825,00;850,00;810,00;U;Strong Downtrend
2020/07/14;APII;208,00;248,00;208,00;246,00;252,00;196,00;U;Strong Uptrend
2020/07/14;APLI;121,00;124,00;118,00;124,00;106,00;94,00;U;Uptrend
2020/07/14;APLN;113,00;114,00;112,00;113,00;116,00;111,00;D;Uptrend
2020/04/03;APOL;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;ARGO;1195,00;1195,00;1195,00;1195,00;810,00;1025,00;U;Strong Uptrend
2020/07/14;ARII;486,00;530,00;486,00;520,00;590,00;505,00;U;Strong Downtrend
2020/07/14;ARKA;310,00;310,00;288,00;288,00;432,00;346,00;U;Strong Downtrend
2020/07/14;ARMY;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;ARNA;370,00;370,00;366,00;368,00;386,00;368,00;D;Strong Downtrend
2020/07/14;ARTA;346,00;346,00;346,00;346,00;358,00;302,00;U;Strong Downtrend
2020/07/14;ARTI;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;ARTO;2900,00;2900,00;2730,00;2790,00;3080,00;2700,00;U;Strong Uptrend
2020/07/14;ASBI;276,00;276,00;262,00;266,00;280,00;276,00;D;Downtrend
2020/07/14;ASDM;930,00;930,00;930,00;930,00;975,00;920,00;U;Strong Downtrend
2020/07/14;ASGR;670,00;670,00;660,00;665,00;680,00;665,00;U;Strong Downtrend
2020/07/14;ASII;4900,00;4950,00;4880,00;4950,00;5000,00;4770,00;D;Strong Uptrend
2020/07/14;ASJT;120,00;120,00;115,00;115,00;139,00;122,00;D;Downtrend
2020/07/14;ASMI;1215,00;1220,00;1180,00;1180,00;1230,00;1205,00;D;Strong Uptrend
2020/07/14;ASPI;308,00;312,00;304,00;308,00;380,00;302,00;D;Strong Downtrend
2020/07/14;ASRI;132,00;132,00;129,00;129,00;136,00;126,00;D;Uptrend
2020/07/14;ASRM;1960,00;2000,00;1960,00;2000,00;2000,00;1990,00;U;Strong Uptrend
2020/07/14;ASSA;438,00;490,00;438,00;480,00;458,00;398,00;U;Strong Uptrend
2020/07/14;ATIC;740,00;740,00;740,00;740,00;880,00;870,00;D;Downtrend
2019/09/27;ATPK;194,00;194,00;194,00;194,00;194,00;194,00;U;Strong Uptrend
2020/07/14;AUTO;900,00;915,00;900,00;915,00;925,00;880,00;U;Strong Uptrend
2020/07/14;AYLS;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BABP;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BACA;356,00;380,00;356,00;374,00;382,00;400,00;D;Strong Downtrend
2020/07/14;BAJA;59,00;61,00;59,00;59,00;65,00;58,00;D;Strong Uptrend
2020/07/14;BALI;830,00;830,00;830,00;830,00;890,00;835,00;D;Downtrend
2020/07/14;BAPA;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Downtrend
2020/07/14;BAPI;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BATA;550,00;550,00;550,00;550,00;560,00;530,00;U;Strong Downtrend
2020/07/14;BAYU;1095,00;1095,00;1095,00;1095,00;1175,00;960,00;U;Strong Uptrend
2020/07/14;BBCA;30875,00;31000,00;30550,00;31000,00;31325,00;27925,00;U;Strong Uptrend
2020/07/14;BBHI;124,00;149,00;124,00;139,00;195,00;75,00;U;Strong Uptrend
2020/07/14;BBKP;183,00;184,00;180,00;181,00;190,00;182,00;D;Uptrend
2020/07/14;BBLD;392,00;392,00;392,00;392,00;394,00;332,00;U;Strong Downtrend
2020/07/14;BBMD;1535,00;1535,00;1535,00;1535,00;1650,00;1100,00;U;Strong Uptrend
2020/07/14;BBNI;4750,00;4780,00;4700,00;4720,00;4860,00;4580,00;D;Strong Uptrend
2019/04/30;BBNP;2250,00;2250,00;2250,00;2250,00;2250,00;2250,00;D;Strong Uptrend
2020/07/14;BBRI;3160,00;3250,00;3130,00;3170,00;3110,00;3030,00;U;Strong Uptrend
2020/07/14;BBRM;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BBSS;146,00;147,00;138,00;145,00;150,00;141,00;U;N/A
2020/07/14;BBTN;1275,00;1350,00;1275,00;1320,00;1365,00;1225,00;D;Strong Uptrend
2020/07/14;BBYB;292,00;298,00;290,00;298,00;296,00;280,00;U;Strong Uptrend
2020/07/14;BCAP;158,00;158,00;150,00;154,00;160,00;155,00;D;Strong Downtrend
2020/07/14;BCIC;450,00;450,00;450,00;450,00;450,00;450,00;N;Strong Uptrend
2020/07/14;BCIP;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BDMN;2830,00;2840,00;2810,00;2830,00;2900,00;2740,00;D;Strong Uptrend
2020/07/14;BEEF;228,00;234,00;228,00;230,00;242,00;220,00;U;Strong Uptrend
2020/07/14;BEKS;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BELL;700,00;705,00;695,00;705,00;715,00;685,00;U;Uptrend
2020/07/14;BESS;234,00;290,00;232,00;244,00;268,00;222,00;U;Downtrend
2020/07/14;BEST;118,00;119,00;116,00;116,00;125,00;111,00;D;Downtrend
2020/07/14;BFIN;280,00;280,00;268,00;272,00;290,00;270,00;D;Strong Downtrend
2020/07/14;BGTG;50,00;53,00;50,00;52,00;64,00;50,00;D;Strong Uptrend
2020/07/14;BHAT;436,00;438,00;424,00;432,00;448,00;440,00;D;N/A
2020/07/14;BHIT;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Downtrend
2020/07/14;BIKA;195,00;195,00;174,00;176,00;195,00;167,00;U;Strong Downtrend
2020/07/14;BIMA;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BINA;860,00;885,00;840,00;885,00;940,00;950,00;D;Strong Downtrend
2020/07/14;BIPI;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BIPP;57,00;58,00;56,00;56,00;68,00;55,00;D;Strong Uptrend
2020/07/14;BIRD;1000,00;1010,00;990,00;990,00;1130,00;1085,00;D;Downtrend
2020/07/14;BISI;815,00;820,00;805,00;815,00;825,00;800,00;U;Strong Downtrend
2020/07/14;BJBR;950,00;950,00;910,00;915,00;785,00;870,00;U;Strong Uptrend
2020/07/14;BJTM;550,00;560,00;540,00;545,00;570,00;498,00;U;Strong Uptrend
2020/07/14;BKDP;51,00;51,00;50,00;50,00;52,00;50,00;D;Downtrend
2020/07/14;BKSL;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Downtrend
2020/07/14;BKSW;80,00;80,00;72,00;73,00;88,00;71,00;U;Strong Uptrend
2020/07/14;BLTA;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BLTZ;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00;D;Strong Downtrend
2020/07/14;BLUE;498,00;498,00;496,00;498,00;500,00;498,00;D;Downtrend
2020/07/14;BMAS;304,00;318,00;300,00;304,00;270,00;254,00;U;Uptrend
2020/07/14;BMRI;5300,00;5325,00;5200,00;5300,00;5400,00;5025,00;U;Strong Uptrend
2020/07/14;BMSR;53,00;56,00;53,00;56,00;56,00;52,00;U;Strong Uptrend
2020/07/14;BMTR;193,00;197,00;191,00;197,00;194,00;182,00;U;Neutral
2020/07/14;BNBA;290,00;292,00;290,00;290,00;358,00;282,00;D;Strong Uptrend
2020/07/14;BNBR;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BNGA;835,00;835,00;785,00;790,00;740,00;745,00;U;Strong Uptrend
2020/07/14;BNII;162,00;164,00;161,00;163,00;170,00;159,00;D;Strong Uptrend
2020/07/14;BNLI;1280,00;1285,00;1275,00;1280,00;1285,00;1275,00;D;Strong Uptrend
2020/07/14;BOGA;1325,00;1330,00;1310,00;1325,00;1415,00;1330,00;D;Strong Downtrend
2020/07/14;BOLA;157,00;158,00;154,00;157,00;178,00;160,00;D;Downtrend
2020/07/14;BOLT;930,00;930,00;930,00;930,00;900,00;900,00;D;Uptrend
2020/01/17;BORN;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BOSS;77,00;84,00;77,00;80,00;95,00;76,00;D;Strong Downtrend
2020/07/14;BPFI;1185,00;1185,00;1185,00;1185,00;1185,00;1185,00;U;Strong Uptrend
2020/07/14;BPII;10000,00;10000,00;10000,00;10000,00;10000,00;10000,00;D;Strong Uptrend
2020/07/14;BPTR;84,00;84,00;74,00;77,00;84,00;74,00;D;Strong Downtrend
2020/07/14;BRAM;5325,00;5325,00;5325,00;5325,00;5800,00;6200,00;D;Uptrend
2017/11/15;BRAU;82,00;82,00;82,00;82,00;82,00;82,00;N;Strong Uptrend
2020/07/14;BRIS;484,00;515,00;474,00;490,00;316,00;432,00;U;Strong Uptrend
2020/07/14;BRMS;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BRNA;1000,00;1125,00;1000,00;1075,00;1000,00;975,00;U;Downtrend
2020/07/14;BRPT;1240,00;1290,00;1230,00;1280,00;1215,00;1160,00;U;Uptrend
2020/07/14;BSDE;750,00;755,00;740,00;750,00;795,00;735,00;D;Uptrend
2020/07/14;BSIM;498,00;515,00;496,00;510,00;530,00;494,00;D;Uptrend
2020/07/14;BSSR;1340,00;1340,00;1280,00;1320,00;1440,00;1275,00;D;Strong Downtrend
2020/07/14;BSWD;1750,00;1750,00;1750,00;1750,00;1750,00;1750,00;N;Strong Uptrend
2020/07/14;BTEK;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BTEL;50,00;50,00;50,00;50,00;50,00;50,00;N;Strong Uptrend
2020/07/14;BTON;190,00;199,00;185,00;185,00;196,00;174,00;D;Strong Uptrend
2020/07/14;BTPN;2200,00;2200,00;2170,00;2190,00;2260,00;2150,00;D;Strong Uptrend
2020/07/14;BTPS;3230,00;3260,00;3200,00;3210,00;3300,00;3080,00;D;Strong Uptrend
2020/07/14;BUDI;85,00;86,00;84,00;86,00;87,00;84,00;U;Neutral
2020/07/14;BUKK;675,00;740,00;670,00;740,00;800,00;710,00;U;Strong Downtrend
2020/07/14;BULL;326,00;330,00;322,00;324,00;310,00;302,00;D;Strong Uptrend
2020/07/14;BUMI;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Uptrend
2020/07/14;BUVA;56,00;56,00;56,00;56,00;67,00;55,00;D;Strong Downtrend
2020/07/14;BVIC;69,00;70,00;68,00;69,00;76,00;65,00;D;Strong Uptrend
2020/07/14;BWPT;90,00;93,00;90,00;92,00;93,00;89,00;D;Strong Uptrend
2020/07/14;BYAN;12500,00;12750,00;11925,00;12700,00;13900,00;12475,00;D;Strong Downtrend
2020/07/14;CAKK;50,00;51,00;50,00;50,00;51,00;50,00;D;Strong Downtrend
2020/07/14;CAMP;210,00;210,00;206,00;206,00;208,00;202,00;D;Uptrend
2020/07/14;CANI;140,00;140,00;140,00;140,00;230,00;185,00;D;Strong Downtrend
2020/07/14;CARE;322,00;324,00;320,00;324,00;330,00;304,00;U;Strong Uptrend
2020/07/14;CARS;50,00;50,00;50,00;50,00;50,00;50,00;U;Strong Downtrend
2020/07/14;CASA;358,00;396,00;358,00;378,00;400,00;362,00;D;Strong Downtrend
2020/07/14;CASH;525,00;535,00;520,00;520,00;540,00;490,00;D;N/A
2020/07/14;CASS;183,00;194,00;183,00;191,00;198,00;180,00;U;Strong Downtrend
2020/07/14;CBMF;220,00;220,00;189,00;200,00;228,00;190,00;D;Strong Uptrend
2020/07/14;CCSI;248,00;248,00;244,00;248,00;252,00;244,00;D;Downtrend
